Ref #,Activity,Project Title,Country,Delivery Partner,Region,SIDS,LDCs,NAP,Status,Approved Date,Financing
GAB-RS-002,Adaptation Planning,Set Up of National Adaptation Plan,Gabon,CDCGabon,AF,FALSE,FALSE,TRUE,Disbursed,"Sep 12, 2018",923463
GAB-RS-003,Strategic Framework (SF),Technical guidance and support to conduct a technology needs assessment and a technology action plan for Gabon,Gabon,UNIDO,AF,FALSE,FALSE,FALSE,Closed,"Dec 24, 2019",297152
GAB-RS-004,Strategic Framework (SF),Establishment of an operational framework for the development of Gabon energy efficiency projects.,Gabon,CDCGabon,AF,FALSE,FALSE,FALSE,Disbursed,"Dec 29, 2019",424831
GEO-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Georgia,GIZ,EE,FALSE,FALSE,FALSE,Closed,"Nov 10, 2016",300000
GEO-RS-002,,Updating of Georgias technology needs assessment through development of a technology road maps for prioritized technologies,Georgia,UNEP,EE,FALSE,FALSE,FALSE,Closed,"Mar 17, 2021",487725
GEO-RS-003,Strategic Framework (SF),Strategic Readiness to support the Updated NDC and its Climate Action for Georgia: Transforming Agriculture Sector through Low-Emissions and Climate-Resilient Pathways,Georgia,FAO,EE,FALSE,FALSE,FALSE,Disbursed,"Dec 27, 2022",447456
GEO-RS-004,Adaptation Planning,Building capacity to advance the National Adaptation Plan Process in Georgia,Georgia,UNEP,EE,FALSE,FALSE,TRUE,Disbursed,"Jun 6, 2023",2726404
GHA-RS-001,Strategic Framework (SF),CTCN - Strategic Framework,Ghana,UNEP,AF,FALSE,FALSE,FALSE,Closed,"May 11, 2017",300150
GHA-RS-002,Strategic Framework (SF),Strategic Framework,Ghana,UNDP,AF,FALSE,FALSE,FALSE,Disbursed,"Mar 25, 2019",509920
GHA-RS-003,Adaptation Planning,Enhancing multi-sector planning and capacity for effective adaptation in Ghana,Ghana,UNEP,AF,FALSE,FALSE,TRUE,Disbursed,"May 1, 2019",2969025
GHA-RS-004,Strategic Framework (SF),Ghana Industrial Energy Efficiency Readiness,Ghana,UNIDO,AF,FALSE,FALSE,FALSE,Closed,"Sep 9, 2020",533165
GHA-RS-005,,Capacity Building and Knowledge Management on Climate Change for Civil Society Organizations in Ghana towards the implementation of the Nationally Determined Contributions,Ghana,CSE,AF,FALSE,FALSE,FALSE,Disbursed,"Dec 3, 2021",442968
GIN-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Guinea,UNDP,AF,FALSE,TRUE,FALSE,Closed,"Dec 16, 2015",300000
GIN-RS-002,Adaptation Planning,Supporting the Achievement of National Development Policies by Building Climate Adaptive Capacity and Planning in Guinea,Guinea,UNDP,AF,FALSE,TRUE,TRUE,Disbursed,"Mar 2, 2020",1629717
GIN-RS-003,,Strengthening technical and institutional capacity of NDA and national stakeholders for climate finance and enhancing the Country Programming process in Guinea,Guinea,ANAFIC,AF,FALSE,TRUE,FALSE,Disbursed,"Dec 30, 2021",509984
GMB-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Gambia,Gambia,AF,FALSE,TRUE,FALSE,Closed,"Nov 17, 2016",300000
GMB-RS-002,Strategic Framework (SF),National Framework for Leapfrogging to Energy-Efficient and Climate Friendly Air Conditioners and Refrigerators in the Gambia,Gambia,UNEP,AF,FALSE,TRUE,FALSE,Disbursed,"Dec 8, 2022",400000
GMB-RS-003,"NDA Strengthening, including country programming (SP, NDA, CP)",Strengthening the technical and human capacities of the Gambian Agency for the Management of Public Works GAMWORKS to meet and maintain the GCFs accreditation standards,Gambia,EYSwitzerland,AF,FALSE,TRUE,FALSE,In Legal Processing,"Jul 26, 2023",199929
GMB-RS-004,Adaptation Planning,Enabling the National Adaptation Plan Formulation and Implementation process and other adaptation planning processes in The Gambia,Gambia,UNEP,AF,FALSE,TRUE,TRUE,Disbursed,"Sep 14, 2023",2989027
GNB-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Preparation of Guinea Bissau to climate finance through GCF country programming and the establishment of the GCF National Designated Authority,Guinea-Bissau,OSS,AF,TRUE,TRUE,FALSE,Closed,"May 27, 2019",300000
GNB-RS-002,Adaptation Planning,Establishing a National Adaptation Plan (NAP) Process for Guinea-Bissau,Guinea-Bissau,UNDP,AF,TRUE,TRUE,TRUE,Disbursed,"Apr 28, 2022",2062642
GNQ-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Preparatory support for GCF engagement in Equatorial Guinea,Equatorial Guinea,FAO,AF,FALSE,FALSE,FALSE,Closed,"Dec 22, 2017",300000
GNQ-RS-002,Strategic Framework (SF),Preparatory support to the NDA of Equatorial Guinea to engage with the GCF in early phases of REDD (NMFS and FREL/FRL),Equatorial Guinea,FAO,AF,FALSE,FALSE,FALSE,Closed,"Jan 22, 2018",600000
GNQ-RS-003,Strategic Framework (SF),Technical guidance and support to conduct a technology needs assessment and a technology action plan for Equatorial Guinea,Equatorial Guinea,UNIDO,AF,FALSE,FALSE,FALSE,Closed,"Dec 30, 2019",290441
GNQ-RS-004,,Resilient Recovery Rapid Readiness Support in Equatorial Guinea,Equatorial Guinea,FAO,AF,FALSE,FALSE,FALSE,Disbursed,"Jun 29, 2021",299894
GRD-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)","Getting Grenada GCF-Ready (3G) - Establishing and strengthening the National Designated Authority (NDA) and development of a strategic framework for engagement with the Fund, including the preparation of a country programme",Grenada,GIZ,LAC,TRUE,FALSE,FALSE,Closed,"Jun 13, 2017",380311
GRD-RS-002,Strategic Framework (SF),Climate Smart Cities: Grenada,Grenada,NYU_USA,LAC,TRUE,FALSE,FALSE,Closed,"Apr 18, 2018",600854
GRD-RS-003,"NDA Strengthening, including country programming (SP, NDA, CP)",STRENGTHENING INSTITUTIONAL AND IMPLEMENTATION CAPACITY FOR DELIVERY OF CLIMATE CHANGE INVESTMENT PROJECTS: GRENADA,Grenada,CCCCC,LAC,TRUE,FALSE,FALSE,Closed,"Dec 22, 2018",399929
GRD-RS-004,Strategic Framework (SF),Accelerating Grenada’s DAE Modality For The Effective Implementation The Country’s Goal Towards  A Small Smart State,Grenada,DOE_ATG,LAC,TRUE,FALSE,FALSE,Closed,"Dec 6, 2019",180560
GRD-RS-005,Adaptation Planning,National adaptation planning for improved food security in Grenada,Grenada,FAO,LAC,TRUE,FALSE,TRUE,Disbursed,"Nov 3, 2021",1050000
GRD-RS-006,"NDA Strengthening, including country programming (SP, NDA, CP)",GPS-4-GCF – Getting Private Sector ready for Grenada’s Climate Finance,Grenada,GDB,LAC,TRUE,FALSE,FALSE,Disbursed,"Nov 12, 2021",619820
GRD-RS-007,,Building Grenadas Strategic Framework to Enhanced the Countrys Capacity to Transition to Low Emission Development,Grenada,CCCCC,LAC,TRUE,FALSE,FALSE,Disbursed,"Mar 10, 2023",999968
GTM-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)","Implementation of Readiness Support in Guatemala: Strengthening institutional capacities of the Ministry of Environment and Natural Resources of Guatemala as the focal point for the GCF, and a broader group of stakeholders",Guatemala,IUCN,LAC,FALSE,FALSE,FALSE,Closed,"Feb 17, 2017",371300
GTM-RS-002,Strategic Framework (SF),Preparation of DNA with better information for financing proposals of the AFOLU sector in Guatemala,Guatemala,FAO,LAC,FALSE,FALSE,FALSE,Closed,"Dec 27, 2018",813294
GTM-RS-003,Adaptation Planning,Strengthening National Planning Processes for Anticipatory Adaptation to Climate Change in Guatemala,Guatemala,RA_GTM,LAC,FALSE,FALSE,TRUE,Closed,"Jan 10, 2020",1520639
GTM-RS-004,,Advancing a National Approach to Fire Management in Guatemala,Guatemala,ISFMI_AUS,LAC,FALSE,FALSE,FALSE,Disbursed,"Feb 28, 2022",599908
GTM-RS-005,,Building capacities to facilitate gender inclusive climate change adaptation and mitigation in Guatemala,Guatemala,UNWomen_USA,LAC,FALSE,FALSE,FALSE,In Legal Processing,"Jul 13, 2022",198686
GTM-RS-006,,Fostering institutional capacities and accelerating climate finance readiness for increased climate action in Guatemala,Guatemala,GIZ,LAC,FALSE,FALSE,FALSE,Disbursed,"Mar 27, 2024",803663
GUY-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Guyana,CCCCC,LAC,TRUE,FALSE,FALSE,Closed,"Oct 20, 2015",300000
GUY-RS-002,Strategic Framework (SF),Strategic Framework,Guyana,FAO,LAC,TRUE,FALSE,FALSE,Closed,"Jun 1, 2018",697183
GUY-RS-003,Strategic Framework (SF),Enhancing Guyana’s Access to GCF to Transition to Renewable Energy,Guyana,GGGI,LAC,TRUE,FALSE,FALSE,Closed,"Dec 22, 2018",300000
GUY-RS-004,,Readiness Support for Strategic Climate Finance in Guyana,Guyana,GGGI,LAC,TRUE,FALSE,FALSE,Disbursed,"Dec 28, 2020",692950
HND-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Honduras,MiAmbiente_HND,LAC,FALSE,FALSE,FALSE,Closed,"Jan 28, 2016",300000
HND-RS-002,Strategic Framework (SF),Supporting strategic planning to engage with the GCF and comply with the national commitments under the Paris Agreement regarding the LULUCF sector,Honduras,UNEP,LAC,FALSE,FALSE,FALSE,Closed,"Jan 18, 2018",764960
HND-RS-003,Strategic Framework (SF),Strengthening the understanding of Social and Environmental Safeguards applicable to climate change programmes and projects in Honduras,Honduras,UNEP,LAC,FALSE,FALSE,FALSE,Closed,"Dec 27, 2018",235200
HND-RS-004,Adaptation Planning,"Enabling environments to effectively plan, implement, monitor and report strategic National Adaptation Processes in Honduras",Honduras,UNEP,LAC,FALSE,FALSE,TRUE,Disbursed,"Jun 27, 2019",2449590
HND-RS-005,Strategic Framework (SF),Enhancing Honduras’s Access to GCF for climate investments,Honduras,MiAmbiente_HND,LAC,FALSE,FALSE,FALSE,Cancelled,"Dec 29, 2019",282420
HND-RS-006,,Resilient Recovery Rapid Readiness Support in Honduras,Honduras,UNEP,LAC,FALSE,FALSE,FALSE,Disbursed,"Sep 2, 2021",299846
HTI-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Green Climate Fund (GCF) Readiness Programme in Haiti,Haiti,UNDP,LAC,TRUE,TRUE,FALSE,Disbursed,"Jun 5, 2017",430000
HTI-RS-002,Strategic Framework (SF),Strategic Framework,Haiti,UNDP,LAC,TRUE,TRUE,FALSE,Disbursed,"Dec 11, 2017",350000
HTI-RS-003,"NDA Strengthening, including country programming (SP, NDA, CP)",Institutional Strengthening and Preparatory Support for the Republic of  Haiti,Haiti,CCCCC,LAC,TRUE,TRUE,FALSE,Closed,"Dec 22, 2018",403390
HTI-RS-004,Adaptation Planning,Integrating climate change risks into national development planning process in Haiti,Haiti,UNDP,LAC,TRUE,TRUE,TRUE,Disbursed,"May 15, 2019",2856957
HTI-RS-005,,"Empower municipalities in Haiti  to plan for, manage and respond to the  impacts of climate change",Haiti,CCCCC,LAC,TRUE,TRUE,FALSE,Closed,"Dec 29, 2020",449149
HTI-RS-006,,Strengthening NDA Capacity for greater leadership on Climate Change Adaptation,Haiti,IFDD_CAN,LAC,TRUE,TRUE,FALSE,Disbursed,"Dec 31, 2021",300000
IDN-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Strengthen the NDA and Indonesia's engagement with the GCF,Indonesia,GGGI,AP,FALSE,FALSE,FALSE,Disbursed,"May 6, 2018",852322
IDN-RS-002,"NDA Strengthening, including country programming (SP, NDA, CP)",Readiness support for strategic climate finance in Indonesia,Indonesia,GGGI,AP,FALSE,FALSE,FALSE,Disbursed,"Dec 25, 2019",998258
IDN-RS-003,Adaptation Planning,Accelerating Climate Change Adaptation Investment Planning to Enhance Resilience in Indonesia,Indonesia,UNDP,AP,FALSE,FALSE,TRUE,Disbursed,"Oct 5, 2021",3000000
IDN-RS-004,,Enhancing Indonesias Access to International Climate Finance and Private Sector Investments for Climate Actions,Indonesia,GGGI,AP,FALSE,FALSE,FALSE,Disbursed,"Sep 8, 2022",2504422
IND-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,India,UNDP,AP,FALSE,FALSE,FALSE,Disbursed,"Dec 29, 2015",300000
IND-RS-002,Support for direct access entities (ES),India- Green Climate Fund Readiness and Preparatory Support- 2,India,UNDP,AP,FALSE,FALSE,FALSE,Disbursed,"Dec 24, 2019",300000
IND-RS-003,,India - Green Climate Fund Readiness  Preparatory Support  Phase III,India,UNDP,AP,FALSE,FALSE,FALSE,Disbursed,"Dec 2, 2022",1000000
IND-RS-004,,Agriculture Sector Readiness for enhanced climate finance in India,India,FAO,AP,FALSE,FALSE,FALSE,Disbursed,"Jul 27, 2023",1000000
IND-RS-005,Adaptation Planning,Building climate resilience in India by initiating the national adaptation plan process and scaling up adaptation finance,India,UNDP,AP,FALSE,FALSE,TRUE,In Legal Processing,"Oct 9, 2024",3000000
IRN-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Green Climate Fund (GCF) Readiness Programme of the Islamic Republic of Iran,Iran (Islamic Republic of),FAO,AP,FALSE,FALSE,FALSE,Closed,"Dec 23, 2018",419495
IRN-RS-002,Strategic Framework (SF),"Strengthening Irans access to GCF with national ownership, knowledge-based policies and sound technologies",Iran (Islamic Republic of),FAO,AP,FALSE,FALSE,FALSE,Disbursed,"Mar 27, 2024",986558
IRQ-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Green Climate Fund (GCF) Readiness Programme in Iraq,Iraq,UNDP,AP,FALSE,FALSE,FALSE,Closed,"Sep 14, 2017",668295
IRQ-RS-002,Strategic Framework (SF),Technology needs assessment and associated action plan for climate change mitigation and adaptation in Iraq’s most vulnerable sectors,Iraq,UNIDO,AP,FALSE,FALSE,FALSE,Closed,"Nov 22, 2019",373520
IRQ-RS-003,Adaptation Planning,Building capacity to advance the National Adaptation Plan process in Iraq,Iraq,UNEP,AP,FALSE,FALSE,TRUE,Disbursed,"Dec 18, 2019",2632053
IRQ-RS-004,,"NDA strengthening in Iraq for climate finance programming, governance, regional dialogues and knowledge generation",Iraq,UNDP,AP,FALSE,FALSE,FALSE,Disbursed,"Jan 28, 2021",936083
JAM-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Jamaica,Jamaica,LAC,TRUE,FALSE,FALSE,Closed,"Mar 1, 2017",300000
JAM-RS-002,Support for direct access entities (ES),Mobilizing Private Sector to Support Low-Carbon and Climate Resilient Development In Jamaica and other CARICOM States,Jamaica,Jamaica,LAC,TRUE,FALSE,FALSE,Closed,"Aug 31, 2017",582000
JAM-RS-003,Strategic Framework (SF),Support for REDD+ Readiness Preparation in Jamaica,Jamaica,"Jamaica, Ministry of Economic Growth and Job Creation",LAC,TRUE,FALSE,FALSE,Disbursed,"May 6, 2018",613000
JAM-RS-004,"NDA Strengthening, including country programming (SP, NDA, CP)",Facilitating a gender responsive approach to climate change adaptation and mitigation in Jamaica,Jamaica,"Jamaica, Ministry of Economic Growth and Job Creation",LAC,TRUE,FALSE,FALSE,Disbursed,"Sep 9, 2019",272797
JAM-RS-005,Adaptation Planning,Towards a comprehensive national adaptation planning process in Jamaica - Ja-NAP,Jamaica,JamaicaPlanningInstitute,LAC,TRUE,FALSE,TRUE,Disbursed,"Apr 15, 2021",1009114
JAM-RS-006,,Supplemental Request for the further enhancing of REDD Readiness Preparation in Jamaica,Jamaica,"Jamaica, Ministry of Economic Growth and Job Creation",LAC,TRUE,FALSE,FALSE,In Legal Processing,"Aug 11, 2022",322148
JAM-RS-007,Adaptation Planning,Subnational LoCAL Performance-Based Climate Resilience Financing Mechanism in Jamaica Ja-NAP Phase II,Jamaica,UNCDF_UGA,LAC,TRUE,FALSE,TRUE,In Legal Processing,"Feb 21, 2023",1000000
JAM-RS-008,,Addressing pre and post accreditation gaps for Jamaica,Jamaica,JSIF,LAC,TRUE,FALSE,FALSE,Disbursed,"Feb 25, 2023",525307
JOR-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Strengthening NDA of Jordan to deliver on GCF Investment Framework,Jordan,UNEP,AP,FALSE,FALSE,FALSE,Closed,"Jun 9, 2017",300000
JOR-RS-002,Strategic Framework (SF),Improving Jordan’s Readiness to Access Finance for Climate Change and Green Growth in Jordan,Jordan,GGGI,AP,FALSE,FALSE,FALSE,Disbursed,"Apr 1, 2018",710000
JOR-RS-003,,Preparing Jordan's NDA and DAE for Partnership in Climate Action Through GCF Direct Access,Jordan,GGGI,AP,FALSE,FALSE,FALSE,Disbursed,"Nov 27, 2020",908567
JOR-RS-004,,"Enhancing the resilience of Jordans most vulnerable communities through strengthening capacity to understand and project the impact of climate change related hazards on the most vulnerable, on water resources, and on water and sanitation services",Jordan,UNICEF,AP,FALSE,FALSE,FALSE,In Legal Processing,"Dec 31, 2021",398679
JOR-RS-005,,"Support NDAs Engagement with Stakeholders, Accreditation of National Entity, and Enhancement of Concept Notes in Jordan",Jordan,GGGI,AP,FALSE,FALSE,FALSE,Disbursed,"Nov 25, 2022",747301
JOR-RS-006,Strategic Framework (SF),"Strengthening the Ecosystem of Public and Private Actors that Provide Climate-Aware Technology, Services and Support to Small Holder Farmers and Pastoralists in Jordan",Jordan,WFP,AP,FALSE,FALSE,FALSE,In Legal Processing,"Feb 20, 2024",999972
KAZ-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",GCF Readiness project for Kazakhstan,Kazakhstan,UNDP,AP,FALSE,FALSE,FALSE,Closed,"Aug 2, 2017",300000
KAZ-RS-002,,Readiness and Preparatory Support to the Republic of Kazakhstan,Kazakhstan,IGTIPC_KAZ,AP,FALSE,FALSE,FALSE,Disbursed,"Feb 26, 2022",998873
KAZ-RS-003,Adaptation Planning,Institutionalization of adaptation planning and integration of climate risks into Kazakhstan’s development planning processes to enable implementation of adaptation measures as part of coherent National Adaptation Planning (NAP) policies,Kazakhstan,UNDP,AP,FALSE,FALSE,TRUE,Disbursed,"Nov 21, 2023",2998683
KEN-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening,Kenya,Kenya,AF,FALSE,FALSE,FALSE,Cancelled,"Dec 29, 2015",150000
KEN-RS-002,Adaptation Planning,Enhancing capacity for planning and effective implementation of climate change adaptation in Kenya,Kenya,FAO,AF,FALSE,FALSE,TRUE,Closed,"Jan 31, 2018",3000000
KEN-RS-003,Support for direct access entities (ES),NEMA capacity strengthening programme towards accessing climate finance from the Green Climate Fund,Kenya,NEMA,AF,FALSE,FALSE,FALSE,Disbursed,"May 2, 2018",431060
KEN-RS-004,"NDA Strengthening, including country programming (SP, NDA, CP)",Kenya NDA Capacity Strengthening and Preparation of a Country Programme,Kenya,Kenya,AF,FALSE,FALSE,FALSE,Disbursed,"Dec 30, 2019",845670
KGZ-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NSupporting the Kyrgyz Republic in its efforts to strengthen its capacities and develop a strategic framework for engagement with the Green Climate Fund.,Kyrgyzstan,FAO,AP,FALSE,FALSE,FALSE,Closed,"Sep 21, 2016",300000
KGZ-RS-002,Adaptation Planning,Advancing development of a National Adaptation Plan (NAP) process for medium and long-term adaptation planning and implementation in the Kyrgyz Republic,Kyrgyzstan,UNDP,AP,FALSE,FALSE,TRUE,Disbursed,"May 18, 2020",2610949
KGZ-RS-003,,Technical Guidance and Support to Conduct a Sectoral Technology Needs Assessment and a Technology Action Plan for The Kyrgyz Republic,Kyrgyzstan,UNEP,AP,FALSE,FALSE,FALSE,Disbursed,"Jan 28, 2021",490181
KGZ-RS-004,,Strengthening Kyrgyzstans capacity to manage the climate finance process and prepare quality projects,Kyrgyzstan,GIZ,AP,FALSE,FALSE,FALSE,Legal Agreement Effective,"Mar 24, 2023",879012
KHM-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Cambodia,MoFED_TUV,AP,FALSE,TRUE,FALSE,Closed,"Feb 22, 2017",272338
KHM-RS-002,Strategic Framework (SF),Promoting Green Mobility through Electric Motorcycles in Cambodia,Cambodia,GGGI,AP,FALSE,TRUE,FALSE,Closed,"Sep 9, 2019",204673
KHM-RS-003,Strategic Framework (SF),Readiness for Enhancing Access to Green Finance in Cambodia,Cambodia,MSP_KHM,AP,FALSE,TRUE,FALSE,Closed,"Dec 24, 2019",468246
KHM-RS-004,Strategic Framework (SF),Technology needs assessment and action plans for the support of climate-friendly technology implementation in Cambodia’s special economic zones.,Cambodia,UNIDO,AP,FALSE,TRUE,FALSE,Closed,"Dec 25, 2019",238049
KHM-RS-005,,Support to Direct Access Entity in Cambodia to meet accreditation conditions,Cambodia,NCDD,AP,FALSE,TRUE,FALSE,Closed,"Dec 15, 2020",517000
KHM-RS-006,,Enhanced actions to respond to climate change through sustainable waste management in Coastal Cities in Cambodia,Cambodia,UN-Habitat,AP,FALSE,TRUE,FALSE,Disbursed,"Jan 28, 2021",295244
KHM-RS-007,,Climate Technology Deployment Roadmap for E-mobility Ecosystem in Cambodia,Cambodia,GTC_KOR,AP,FALSE,TRUE,FALSE,Closed,"Nov 10, 2021",224461.76
KHM-RS-008,,Resilient Recovery Rapid Readiness Support in Cambodia,Cambodia,MoFED_TUV,AP,FALSE,TRUE,FALSE,Closed,"Dec 30, 2021",300000
KHM-RS-009,Adaptation Planning,Establishing an Evidence-Based National Adaptation Plan NAP process at National and Subnational Scales in Cambodia Phase 1,Cambodia,MoFED_TUV,AP,FALSE,TRUE,TRUE,Disbursed,"Jul 7, 2022",1602097
KHM-RS-010,,Capacity building and accreditation support of Direct Access Entity to private banks for on-lending and/or blending fiduciary functions,Cambodia,GGGI,AP,FALSE,TRUE,FALSE,Legal Agreement Effective,"Feb 21, 2024",553230
KHM-RS-011,Strategic Framework (SF),A Framework and Manual to launch a Sub-national Climate Fund aligned with LGCC-LoCAL in Cambodia,Cambodia,NCDD,AP,FALSE,TRUE,FALSE,Legal Agreement Effective,"Feb 28, 2024",446345
KIR-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Readiness Support to strengthen Kiribati engagement with the GCF,Kiribati,MoFED_TUV,AP,TRUE,TRUE,FALSE,Disbursed,"Sep 27, 2017",585927
KIR-RS-002,,Facilitating the Republic of Kiribatis ability to strengthen long-term low emission climate resilient development,Kiribati,GGGI,AP,TRUE,TRUE,FALSE,Legal Agreement Effective,"Mar 25, 2024",996947
KNA-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",GCF Readiness and Preparatory Support in St. Kitts and Nevis,Saint Kitts and Nevis,FAO,LAC,TRUE,FALSE,FALSE,Cancelled,"Jan 29, 2018",432942
KNA-RS-002,"NDA Strengthening, including country programming (SP, NDA, CP)","GCF Readiness Proposal St. Kitts and Nevis for a National Development Plan , Revision of Urban Revitalization Plan and recruitment of Climate Finance Expert",Saint Kitts and Nevis,CDB,LAC,TRUE,FALSE,FALSE,Disbursed,"Dec 18, 2019",589530
KNA-RS-003,,"Institutional Assessment and Strengthening for Planning, Programming and Implementation of GCF-funded activities in St. Kitts and Nevis",Saint Kitts and Nevis,CCCCC,LAC,TRUE,FALSE,FALSE,Closed,"Dec 21, 2020",599950
KNA-RS-004,,Capacity Building to Facilitate Climate Resilience in Disaster Risk Management and Private Sector Access to Climate Financing in St. Kitts and Nevis,Saint Kitts and Nevis,CCCCC,LAC,TRUE,FALSE,FALSE,Disbursed,"Feb 25, 2022",999853
KNA-RS-005,,Strengthening strategic framework and institutional capacity to enhance NDC implementation in Saint Kitts and Nevis,Saint Kitts and Nevis,CCCCC,LAC,TRUE,FALSE,FALSE,Disbursed,"Feb 7, 2023",989098
KNA-RS-006,,Strengthening Sector-level Strategic Framework and Institutional Capacity for advancing climate action in the St. Kitts and Nevis,Saint Kitts and Nevis,CCCCC,LAC,TRUE,FALSE,FALSE,Disbursed,"Feb 20, 2024",999996
LAC-RS-001,Support for direct access entities (ES),Building Capacity for a Regional Approach to Climate Action in the Caribbean: Caribbean Community Climate Change Centre,"Belize, Dominica, Haiti, Saint Vincent and the Grenadines, Saint Lucia, Jamaica",CCCCC,LAC,TRUE,FALSE,FALSE,Disbursed,"Dec 15, 2018",1802657
LAC-RS-002,Support for direct access entities (ES),Readiness to support the development of a Credit Risk Abatement Facility (CRAF) for CARICOM States,"Saint Lucia, Belize",CDF,LAC,TRUE,FALSE,FALSE,Closed,"Oct 4, 2019",124986
LAC-RS-003,Strategic Framework (SF),Facilitating an enabling environment for a Caribbean Green Bond Listing on the Jamaica Stock Exchange,"Jamaica, Dominica","Jamaica, Ministry of Economic Growth and Job Creation",LAC,TRUE,FALSE,FALSE,Disbursed,"Oct 4, 2019",582749
LAC-RS-004,Strategic Framework (SF),Enhancing Caribbean Civil Society’s Access and Readiness for Climate Finance,"Antigua and Barbuda, Belize, Jamaica, Saint Kitts and Nevis, Suriname, Grenada, Saint Lucia",CANARI_TTO,LAC,TRUE,FALSE,FALSE,Closed,"Nov 8, 2019",1296958
LAC-RS-005,Strategic Framework (SF),Advancing a regional approach to E-Mobility in Latin America”,"Argentina, Costa Rica, Guatemala, Honduras, Uruguay, Paraguay, Cuba, Nicaragua, Panama, El Salvador, Colombia, Dominican Republic (the), Mexico, Ecuador",UNEP,LAC,FALSE,FALSE,FALSE,Disbursed,"Nov 8, 2019",2800000
LAC-RS-006,Strategic Framework (SF),CDEMA Early Warning Systems Readiness Proposal,"Saint Lucia, Guyana, Antigua and Barbuda, Suriname, Saint Vincent and the Grenadines, Haiti, Saint Kitts and Nevis, Grenada, Belize, Dominica",CDEMA_BRB,LAC,TRUE,FALSE,FALSE,Disbursed,"Dec 24, 2019",1747223
LAC-RS-007,Support for direct access entities (ES),Improving Eastern Caribbean engagement with the Green Climate Fund,"Antigua and Barbuda, Saint Lucia, Grenada, Saint Kitts and Nevis, Dominica",OECS,LAC,TRUE,FALSE,FALSE,Disbursed,"Dec 29, 2019",493880
LAC-RS-008,,Strategic Regional Readiness to Enable Resilience of Mesoamerica’s 5 Great Forests and Communities,"Costa Rica, Guatemala, Honduras, Panama, El Salvador, Dominican Republic (the), Belize, Nicaragua",WWF,LAC,FALSE,FALSE,FALSE,Closed,"Aug 7, 2020",1312296
LAC-RS-009,,Strengthening the foundation for a climate responsive agricultural sector in the Caribbean,"Bahamas, Suriname, Haiti, Saint Lucia, Saint Vincent and the Grenadines, Saint Kitts and Nevis, Trinidad and Tobago, Belize, Dominica",IICA,LAC,TRUE,FALSE,FALSE,Closed,"Nov 27, 2020",1199943
LAC-RS-010,,Post COVID-19 Green Recovery for Food Security strengthened by financial and technological innovations in Latin-American countries,"Brazil, Peru, Guatemala, Mexico, Ecuador, Colombia, Bolivia (Plurinational State of), Uruguay",IICA,LAC,FALSE,FALSE,FALSE,Closed,"Dec 3, 2020",2037047
LAC-RS-011,,Enhancing Coherence and Complementarity and Building Climate Resilience in the Caribbean,"Jamaica, Belize, Haiti, Saint Kitts and Nevis",CDB,LAC,TRUE,FALSE,FALSE,Disbursed,"Dec 15, 2020",1002838
LAC-RS-012,,"Regional Leapfrogging to Energy-Efficient and Climate Friendly Room Air Conditioners in Cuba, El Salvador and Honduras","Honduras, Cuba, El Salvador",UNEP,LAC,FALSE,FALSE,FALSE,Disbursed,"Dec 29, 2020",599837
LAC-RS-013,,Enhancing climate change resilience of health systems in the Caribbean,"Jamaica, Guyana, Saint Kitts and Nevis, Saint Lucia, Haiti, Trinidad and Tobago, Belize",WHO,LAC,TRUE,FALSE,FALSE,Disbursed,"Dec 30, 2020",1058682
LAC-RS-014,,“Increasing the ambition of the NDCs and climate financing in the Central América”,"Honduras, El Salvador, Nicaragua, Guatemala, Dominican Republic (the)",UNEP,LAC,FALSE,FALSE,FALSE,Disbursed,"Dec 30, 2020",1249986
